"2024-07-09T11:08:08","2024-07-09T11:08:02","data/camera_data/Pablo/Falls IR/PDRIRF18","PDRIRF18"
"2024-07-09T11:09:01","2024-07-09T11:09:03","data/camera_data/Pablo/Falls IR/PDRIRF19","PDRIRF19"
"2024-07-09T11:09:51","2024-07-09T11:09:47","data/camera_data/Pablo/Falls IR/PDRIRF20","PDRIRF20"
"2024-07-09T11:10:37","2024-07-09T11:10:38","data/camera_data/Pablo/Falls IR/PDRIRF21","PDRIRF21"
"2024-07-09T11:11:33","2024-07-09T11:11:34","data/camera_data/Pablo/Falls IR/PDRIRF22","PDRIRF22"
"2024-07-09T11:12:25","2024-07-09T11:12:22","data/camera_data/Pablo/Falls IR/PDRIRF24","PDRIRF24"
"2024-07-09T11:13:15","2024-07-09T11:13:14","data/camera_data/Pablo/Falls IR/PDRIRF25","PDRIRF25"
"2024-07-09T11:14:05","2024-07-09T11:14:06","data/camera_data/Pablo/Falls IR/PDRIRF26","PDRIRF26"
"2024-07-09T11:15:27","2024-07-09T11:15:23","data/camera_data/Pablo/Falls IR/PDRIRF27","PDRIRF27"
"2024-07-09T11:16:22","2024-07-09T11:16:23","data/camera_data/Pablo/Falls IR/PDRIRF28","PDRIRF28"
"2024-07-09T11:17:02","2024-07-09T11:17:05","data/camera_data/Pablo/Falls IR/PDRIRF29","PDRIRF29"
"2024-07-09T11:17:54","2024-07-09T11:18:03","data/camera_data/Pablo/Falls IR/PDRIRF30","PDRIRF30"
"2024-07-09T11:20:10","2024-07-09T11:20:09","data/camera_data/Pablo/ADL IR/PDRIRADL01","PDRIRADL01"
"2024-07-09T11:22:04","2024-07-09T11:22:02","data/camera_data/Pablo/ADL IR/PDRIRADL02","PDRIRADL02"
"2024-07-09T11:26:05","2024-07-09T11:26:14","data/camera_data/Pablo/ADL IR/PDRIRADL03","PDRIRADL03"
"2024-07-09T11:27:39","2024-07-09T11:27:44","data/camera_data/Pablo/ADL IR/PDRIRADL04","PDRIRADL04"
"2024-07-09T11:28:42","2024-07-09T11:28:40","data/camera_data/Pablo/ADL IR/PDRIRADL05","PDRIRADL05"
"2024-07-09T11:30:00","2024-07-09T11:29:58","data/camera_data/Pablo/ADL IR/PDRIRADL06","PDRIRADL06"
"2024-07-09T11:31:07","2024-07-09T11:31:05","data/camera_data/Pablo/ADL IR/PDRIRADL07","PDRIRADL07"
"2024-07-09T11:38:11","2024-07-09T11:38:16","data/camera_data/Pablo/ADL IR/PDRIRADL08","PDRIRADL08"
"2024-07-09T11:39:40","2024-07-09T11:39:42","data/camera_data/Pablo/ADL IR/PDRIRADL09","PDRIRADL09"
"2024-07-09T11:41:12","2024-07-09T11:41:15","data/camera_data/Pablo/ADL IR/PDRIRADL10","PDRIRADL10"
"2024-07-09T11:41:59","2024-07-09T11:42:07","data/camera_data/Pablo/ADL IR/PDRIRADL11","PDRIRADL11"
"2024-07-09T11:43:45","2024-07-09T11:43:49","data/camera_data/Pablo/ADL IR/PDRIRADL12","PDRIRADL12"
"2024-07-09T11:44:39","2024-07-09T11:44:44","data/camera_data/Pablo/ADL IR/PDRIRADL13","PDRIRADL13"
"2024-07-09T11:48:25","2024-07-09T11:48:22","data/camera_data/Pablo/ADL IR/PDRIRADL14","PDRIRADL14"
"2024-07-09T11:49:20","2024-07-09T11:49:18","data/camera_data/Pablo/ADL IR/PDRIRADL15","PDRIRADL15"
"2024-07-09T11:50:02","2024-07-09T11:50:04","data/camera_data/Pablo/ADL IR/PDRIRADL16","PDRIRADL16"
"2024-07-09T11:51:07","2024-07-09T11:51:11","data/camera_data/Pablo/ADL IR/PDRIRADL17","PDRIRADL17"
"2024-07-09T11:52:17","2024-07-09T11:52:17","data/camera_data/Pablo/ADL IR/PDRIRADL18","PDRIRADL18"
"2024-07-09T11:53:58","2024-07-09T11:53:59","data/camera_data/Pablo/ADL IR/PDRIRADL19","PDRIRADL19"
"2024-07-09T11:55:17","2024-07-09T11:55:17","data/camera_data/Pablo/ADL IR/PDRIRADL20","PDRIRADL20"
"2024-07-09T11:56:16","2024-07-09T11:56:13","data/camera_data/Pablo/ADL IR/PDRIRADL21","PDRIRADL21"
"2024-07-09T11:57:05","2024-07-09T11:57:06","data/camera_data/Pablo/ADL IR/PDRIRADL22","PDRIRADL22"
"2024-07-09T11:59:35","2024-07-09T11:59:37","data/camera_data/Pablo/ADL IR/PDRIRADL23","PDRIRADL23"
"2024-07-09T12:00:54","2024-07-09T12:00:46","data/camera_data/Pablo/ADL IR/PDRIRADL24","PDRIRADL24"
"2024-07-09T12:01:58","2024-07-09T12:02:06","data/camera_data/Pablo/ADL IR/PDRIRADL25","PDRIRADL25"
"2024-07-09T12:02:59","2024-07-09T12:02:55","data/camera_data/Pablo/ADL IR/PDRIRADL26","PDRIRADL26"
"2024-07-09T12:03:51","2024-07-09T12:03:51","data/camera_data/Pablo/ADL IR/PDRIRADL27","PDRIRADL27"
"2024-07-09T12:04:52","2024-07-09T12:05:00","data/camera_data/Pablo/ADL IR/PDRIRADL28","PDRIRADL28"
