,path,s,n,a
16854,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4060.0,47,86.38297872340425
16855,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4066.0,47,86.51063829787235
16856,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4060.0,47,86.38297872340425
16857,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4083.0,48,85.0625
16858,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4082.0,48,85.04166666666667
16859,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4072.0,48,84.83333333333333
16860,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4079.0,48,84.97916666666667
16861,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4078.0,48,84.95833333333333
16862,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4077.0,48,84.9375
16863,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4084.0,48,85.08333333333333
16864,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4085.0,48,85.10416666666667
16865,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4081.0,48,85.02083333333333
16866,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4085.0,48,85.10416666666667
16867,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4075.0,48,84.89583333333333
16868,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4088.0,48,85.16666666666667
16869,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4073.0,48,84.85416666666667
16870,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4069.0,48,84.77083333333333
16871,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4061.0,47,86.40425531914893
16872,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4052.0,47,86.2127659574468
16873,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4070.0,47,86.59574468085107
16874,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4070.0,47,86.59574468085107
16875,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4059.0,47,86.36170212765957
16876,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4073.0,48,84.85416666666667
16877,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4071.0,47,86.61702127659575
16878,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4076.0,48,84.91666666666667
16879,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4077.0,48,84.9375
16880,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4080.0,48,85.0
16881,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4082.0,48,85.04166666666667
16882,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4070.0,48,84.79166666666667
16883,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4082.0,48,85.04166666666667
16884,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4086.0,48,85.125
16885,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4080.0,48,85.0
16886,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4080.0,48,85.0
16887,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4080.0,48,85.0
16888,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4080.0,48,85.0
16889,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4072.0,48,84.83333333333333
16890,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4084.0,48,85.08333333333333
16891,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4076.0,48,84.91666666666667
16892,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4066.0,48,84.70833333333333
16893,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4069.0,48,84.77083333333333
16894,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4079.0,48,84.97916666666667
16895,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4075.0,48,84.89583333333333
16896,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4069.0,48,84.77083333333333
16897,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4066.0,48,84.70833333333333
16898,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4069.0,48,84.77083333333333
16899,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4061.0,48,84.60416666666667
16900,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4046.0,47,86.08510638297872
16901,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4053.0,47,86.23404255319149
16902,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4052.0,47,86.2127659574468
16903,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4043.0,47,86.02127659574468
16904,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4053.0,47,86.23404255319149
16905,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4054.0,48,84.45833333333333
16906,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4051.0,48,84.39583333333333
16907,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4069.0,48,84.77083333333333
16908,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4074.0,48,84.875
16909,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4058.0,48,84.54166666666667
16910,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4079.0,48,84.97916666666667
16911,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4060.0,48,84.58333333333333
16912,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4078.0,48,84.95833333333333
16913,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4069.0,47,86.57446808510639
16914,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4079.0,48,84.97916666666667
16915,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4077.0,48,84.9375
16916,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4072.0,48,84.83333333333333
16917,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4075.0,48,84.89583333333333
16918,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4067.0,48,84.72916666666667
16919,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4059.0,48,84.5625
16920,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4061.0,48,84.60416666666667
16921,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4064.0,48,84.66666666666667
16922,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4074.0,48,84.875
16923,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4042.0,47,86.0
16924,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4052.0,47,86.2127659574468
16925,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4050.0,47,86.17021276595744
16926,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4046.0,47,86.08510638297872
16927,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4045.0,47,86.06382978723404
16928,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4045.0,47,86.06382978723404
16929,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4050.0,47,86.17021276595744
16930,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4047.0,47,86.1063829787234
16931,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4040.0,47,85.95744680851064
16932,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4056.0,47,86.29787234042553
16933,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4040.0,47,85.95744680851064
16934,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4046.0,47,86.08510638297872
16935,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4043.0,47,86.02127659574468
16936,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4048.0,47,86.12765957446808
16937,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4049.0,47,86.14893617021276
16938,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4055.0,47,86.27659574468085
16939,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4048.0,47,86.12765957446808
16940,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4055.0,47,86.27659574468085
16941,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4054.0,47,86.25531914893617
16942,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4050.0,47,86.17021276595744
16943,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4057.0,47,86.31914893617021
16944,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4053.0,47,86.23404255319149
16945,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4061.0,47,86.40425531914893
16946,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4057.0,47,86.31914893617021
16947,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4053.0,47,86.23404255319149
16948,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4050.0,47,86.17021276595744
16949,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4060.0,47,86.38297872340425
16950,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4060.0,47,86.38297872340425
16951,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4058.0,47,86.34042553191489
16952,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4067.0,47,86.53191489361703
16953,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4067.0,47,86.53191489361703
16954,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4058.0,47,86.34042553191489
16955,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4057.0,47,86.31914893617021
16956,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4059.0,47,86.36170212765957
16957,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4074.0,47,86.68085106382979
16958,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4070.0,47,86.59574468085107
16959,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4062.0,47,86.42553191489361
16960,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4057.0,47,86.31914893617021
16961,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4066.0,47,86.51063829787235
16962,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4061.0,47,86.40425531914893
16963,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4062.0,47,86.42553191489361
16964,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4070.0,47,86.59574468085107
16965,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4073.0,47,86.65957446808511
16966,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4082.0,47,86.85106382978724
16967,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4074.0,47,86.68085106382979
16968,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4063.0,47,86.44680851063829
16969,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4064.0,47,86.46808510638297
16970,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4074.0,47,86.68085106382979
16971,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4071.0,47,86.61702127659575
16972,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4069.0,47,86.57446808510639
16973,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4061.0,47,86.40425531914893
16974,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4058.0,47,86.34042553191489
16975,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4071.0,47,86.61702127659575
16976,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4068.0,47,86.55319148936171
16977,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4077.0,47,86.74468085106383
16978,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4064.0,47,86.46808510638297
16979,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4063.0,47,86.44680851063829
16980,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4061.0,47,86.40425531914893
16981,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4060.0,47,86.38297872340425
16982,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4068.0,47,86.55319148936171
16983,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4078.0,47,86.76595744680851
16984,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4070.0,47,86.59574468085107
16985,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4064.0,47,86.46808510638297
16986,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4074.0,47,86.68085106382979
16987,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4061.0,47,86.40425531914893
16988,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4074.0,47,86.68085106382979
16989,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4070.0,47,86.59574468085107
16990,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4078.0,47,86.76595744680851
16991,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4067.0,47,86.53191489361703
16992,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4072.0,47,86.63829787234043
16993,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4072.0,47,86.63829787234043
16994,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4070.0,47,86.59574468085107
16995,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4076.0,47,86.72340425531915
16996,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4071.0,47,86.61702127659575
16997,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4069.0,47,86.57446808510639
16998,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4066.0,47,86.51063829787235
16999,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4085.0,47,86.91489361702128
17000,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4069.0,47,86.57446808510639
17001,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4076.0,47,86.72340425531915
17002,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4071.0,47,86.61702127659575
17003,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4081.0,47,86.82978723404256
17004,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4072.0,47,86.63829787234043
17005,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4062.0,47,86.42553191489361
17006,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4067.0,47,86.53191489361703
17007,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4070.0,47,86.59574468085107
17008,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4086.0,47,86.93617021276596
17009,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4077.0,47,86.74468085106383
17010,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4081.0,47,86.82978723404256
17011,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4079.0,47,86.7872340425532
17012,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4073.0,47,86.65957446808511
17013,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4078.0,47,86.76595744680851
17014,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4077.0,47,86.74468085106383
17015,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4073.0,47,86.65957446808511
17016,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4083.0,47,86.87234042553192
17017,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4065.0,47,86.48936170212765
17018,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4077.0,47,86.74468085106383
17019,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4072.0,47,86.63829787234043
17020,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4077.0,47,86.74468085106383
17021,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4068.0,47,86.55319148936171
17022,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4066.0,47,86.51063829787235
17023,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4060.0,47,86.38297872340425
17024,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4052.0,47,86.2127659574468
17025,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4057.0,47,86.31914893617021
17026,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4059.0,47,86.36170212765957
17027,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4058.0,47,86.34042553191489
17028,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4046.0,47,86.08510638297872
17029,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4060.0,47,86.38297872340425
17030,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4059.0,47,86.36170212765957
17031,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4061.0,47,86.40425531914893
17032,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4057.0,47,86.31914893617021
17033,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4063.0,47,86.44680851063829
17034,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4035.0,47,85.85106382978724
17035,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4025.0,47,85.63829787234043
17036,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4032.0,47,85.7872340425532
17037,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4032.0,47,85.7872340425532
17038,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4037.0,47,85.8936170212766
17039,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4028.0,47,85.70212765957447
17040,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4043.0,47,86.02127659574468
17041,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4047.0,47,86.1063829787234
17042,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4030.0,47,85.74468085106383
17043,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4038.0,47,85.91489361702128
17044,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4036.0,47,85.87234042553192
17045,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4042.0,47,86.0
17046,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4057.0,47,86.31914893617021
17047,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4038.0,47,85.91489361702128
17048,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4044.0,47,86.04255319148936
17049,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4036.0,47,85.87234042553192
17050,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4045.0,47,86.06382978723404
17051,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4046.0,47,86.08510638297872
17052,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4051.0,47,86.19148936170212
17053,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4049.0,47,86.14893617021276
17054,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4046.0,47,86.08510638297872
17055,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4033.0,47,85.80851063829788
17056,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4016.0,47,85.44680851063829
17057,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,3984.0,47,84.76595744680851
17058,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4003.0,47,85.17021276595744
17059,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4004.0,47,85.19148936170212
17060,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4008.0,47,85.27659574468085
17061,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4013.0,47,85.38297872340425
17062,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4029.0,47,85.72340425531915
17063,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4026.0,47,85.65957446808511
17064,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4031.0,47,85.76595744680851
17065,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4026.0,47,85.65957446808511
17066,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4017.0,47,85.46808510638297
17067,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4027.0,47,85.68085106382979
17068,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4030.0,47,85.74468085106383
17069,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4024.0,47,85.61702127659575
17070,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4026.0,47,85.65957446808511
17071,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4029.0,47,85.72340425531915
17072,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4019.0,47,85.51063829787235
17073,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4030.0,47,85.74468085106383
17074,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4030.0,47,85.74468085106383
17075,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4019.0,47,85.51063829787235
17076,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,4008.0,47,85.27659574468085
17077,data/mat_data/Clive\09_07 CFalls Pressure mat\CFPM36\c36.csv,3994.0,47,84.97872340425532
18293,data/mat_data/Lyne\Falls Mat\LMATFALL13\13L.csv,6112.0,84,72.76190476190476
18294,data/mat_data/Lyne\Falls Mat\LMATFALL13\13L.csv,6110.0,84,72.73809523809524
18295,data/mat_data/Lyne\Falls Mat\LMATFALL13\13L.csv,6110.0,84,72.73809523809524
18296,data/mat_data/Lyne\Falls Mat\LMATFALL13\13L.csv,6110.0,84,72.73809523809524
18297,data/mat_data/Lyne\Falls Mat\LMATFALL13\13L.csv,6111.0,83,73.62650602409639
18298,data/mat_data/Lyne\Falls Mat\LMATFALL13\13L.csv,6115.0,84,72.79761904761905
18299,data/mat_data/Lyne\Falls Mat\LMATFALL13\13L.csv,6101.0,84,72.63095238095238
18300,data/mat_data/Lyne\Falls Mat\LMATFALL13\13L.csv,6108.0,84,72.71428571428571
18301,data/mat_data/Lyne\Falls Mat\LMATFALL13\13L.csv,6108.0,83,73.59036144578313
18302,data/mat_data/Lyne\Falls Mat\LMATFALL13\13L.csv,6113.0,84,72.77380952380952
18303,data/mat_data/Lyne\Falls Mat\LMATFALL13\13L.csv,6095.0,83,73.43373493975903
18304,data/mat_data/Lyne\Falls Mat\LMATFALL13\13L.csv,6113.0,84,72.77380952380952
18305,data/mat_data/Lyne\Falls Mat\LMATFALL13\13L.csv,6115.0,84,72.79761904761905
18306,data/mat_data/Lyne\Falls Mat\LMATFALL13\13L.csv,6116.0,83,73.6867469879518
18307,data/mat_data/Lyne\Falls Mat\LMATFALL13\13L.csv,6097.0,83,73.4578313253012
18308,data/mat_data/Lyne\Falls Mat\LMATFALL13\13L.csv,6124.0,84,72.9047619047619
18309,data/mat_data/Lyne\Falls Mat\LMATFALL13\13L.csv,6076.0,83,73.20481927710843
18310,data/mat_data/Lyne\Falls Mat\LMATFALL13\13L.csv,6120.0,84,72.85714285714286
18311,data/mat_data/Lyne\Falls Mat\LMATFALL13\13L.csv,6073.0,83,73.16867469879519
18312,data/mat_data/Lyne\Falls Mat\LMATFALL13\13L.csv,6091.0,83,73.3855421686747
18313,data/mat_data/Lyne\Falls Mat\LMATFALL13\13L.csv,6114.0,83,73.66265060240964
18314,data/mat_data/Lyne\Falls Mat\LMATFALL13\13L.csv,6094.0,84,72.54761904761905
18315,data/mat_data/Lyne\Falls Mat\LMATFALL13\13L.csv,6097.0,84,72.58333333333333
18316,data/mat_data/Lyne\Falls Mat\LMATFALL13\13L.csv,6104.0,83,73.5421686746988
18317,data/mat_data/Lyne\Falls Mat\LMATFALL13\13L.csv,6118.0,84,72.83333333333333
18318,data/mat_data/Lyne\Falls Mat\LMATFALL13\13L.csv,6116.0,84,72.80952380952381
18319,data/mat_data/Lyne\Falls Mat\LMATFALL13\13L.csv,6137.0,85,72.2
18320,data/mat_data/Lyne\Falls Mat\LMATFALL13\13L.csv,6126.0,84,72.92857142857143
18321,data/mat_data/Lyne\Falls Mat\LMATFALL13\13L.csv,6085.0,83,73.3132530120482
