,path,s,n,a
24142,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4988.0,78,63.94871794871795
24143,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,5007.0,79,63.379746835443036
24144,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4991.0,78,63.98717948717949
24145,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4983.0,77,64.71428571428571
24146,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,5015.0,78,64.2948717948718
24147,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,5018.0,79,63.51898734177215
24148,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4985.0,77,64.74025974025975
24149,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4994.0,78,64.02564102564102
24150,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4978.0,78,63.82051282051282
24151,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4983.0,78,63.88461538461539
24152,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4981.0,78,63.85897435897436
24153,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4977.0,78,63.80769230769231
24154,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4979.0,78,63.833333333333336
24155,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4973.0,77,64.58441558441558
24156,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4979.0,78,63.833333333333336
24157,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4942.0,76,65.02631578947368
24158,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4974.0,78,63.76923076923077
24159,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4988.0,78,63.94871794871795
24160,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4979.0,78,63.833333333333336
24161,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4972.0,78,63.743589743589745
24162,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4988.0,78,63.94871794871795
24163,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,5012.0,79,63.44303797468354
24164,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4981.0,78,63.85897435897436
24165,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,5008.0,78,64.2051282051282
24166,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,5002.0,79,63.31645569620253
24167,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,5004.0,78,64.15384615384616
24168,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4983.0,78,63.88461538461539
24169,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,5017.0,79,63.50632911392405
24170,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4987.0,78,63.93589743589744
24171,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4969.0,77,64.53246753246754
24172,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,5000.0,79,63.29113924050633
24173,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,5006.0,78,64.17948717948718
24174,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,5004.0,79,63.34177215189873
24175,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4981.0,78,63.85897435897436
24176,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,5000.0,78,64.1025641025641
24177,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4988.0,78,63.94871794871795
24178,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4991.0,78,63.98717948717949
24179,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,5003.0,78,64.14102564102564
24180,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,5002.0,79,63.31645569620253
24181,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4986.0,78,63.92307692307692
24182,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4992.0,77,64.83116883116882
24183,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4989.0,78,63.96153846153846
24184,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4987.0,78,63.93589743589744
24185,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4985.0,79,63.10126582278481
24186,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4981.0,77,64.68831168831169
24187,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4986.0,76,65.60526315789474
24188,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,5000.0,78,64.1025641025641
24189,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4991.0,78,63.98717948717949
24190,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4986.0,77,64.75324675324676
24191,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4971.0,78,63.73076923076923
24192,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4992.0,78,64.0
24193,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4978.0,78,63.82051282051282
24194,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4965.0,77,64.48051948051948
24195,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4974.0,77,64.59740259740259
24196,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4969.0,79,62.89873417721519
24197,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4977.0,80,62.2125
24198,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4962.0,77,64.44155844155844
24199,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4991.0,79,63.177215189873415
24200,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4966.0,78,63.666666666666664
24201,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4978.0,77,64.64935064935065
24202,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4964.0,77,64.46753246753246
24203,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4978.0,78,63.82051282051282
24204,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4968.0,77,64.51948051948052
24205,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4991.0,78,63.98717948717949
24206,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4985.0,78,63.91025641025641
24207,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4989.0,78,63.96153846153846
24208,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4973.0,77,64.58441558441558
24209,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4993.0,79,63.20253164556962
24210,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4990.0,78,63.97435897435897
24211,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4990.0,78,63.97435897435897
24212,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4981.0,78,63.85897435897436
24213,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4974.0,79,62.962025316455694
24214,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4964.0,77,64.46753246753246
24215,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4959.0,78,63.57692307692308
24216,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,5001.0,78,64.11538461538461
24217,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4998.0,80,62.475
24218,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4986.0,78,63.92307692307692
24219,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4972.0,79,62.936708860759495
24220,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4975.0,78,63.782051282051285
24221,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4981.0,79,63.050632911392405
24222,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4973.0,78,63.756410256410255
24223,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4974.0,78,63.76923076923077
24224,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4953.0,78,63.5
24225,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4968.0,78,63.69230769230769
24226,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4966.0,77,64.49350649350649
24227,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4934.0,77,64.07792207792208
24228,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4935.0,76,64.9342105263158
24229,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4950.0,77,64.28571428571429
24230,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4966.0,78,63.666666666666664
24231,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4957.0,77,64.37662337662337
24232,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4967.0,79,62.87341772151899
24233,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4940.0,77,64.15584415584415
24234,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4938.0,77,64.12987012987013
24235,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4934.0,76,64.92105263157895
24236,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4965.0,77,64.48051948051948
24237,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4925.0,76,64.80263157894737
24238,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4924.0,77,63.94805194805195
24239,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4961.0,78,63.6025641025641
24240,data/mat_data/Lyne\Falls Mat\LMATFALL35\35L.csv,4934.0,77,64.07792207792208
24241,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,3006.0,37,81.24324324324324
24242,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2991.0,36,83.08333333333333
24243,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2996.0,37,80.97297297297297
24244,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2992.0,36,83.11111111111111
24245,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2987.0,36,82.97222222222223
24246,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,3004.0,37,81.1891891891892
24247,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2992.0,36,83.11111111111111
24248,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2990.0,36,83.05555555555556
24249,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2981.0,36,82.80555555555556
24250,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2980.0,36,82.77777777777777
24251,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2982.0,36,82.83333333333333
24252,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2985.0,36,82.91666666666667
24253,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2991.0,36,83.08333333333333
24254,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2976.0,36,82.66666666666667
24255,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2984.0,36,82.88888888888889
24256,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2985.0,36,82.91666666666667
24257,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2995.0,36,83.19444444444444
24258,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2997.0,37,81.0
24259,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2995.0,36,83.19444444444444
24260,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2983.0,36,82.86111111111111
24261,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2990.0,36,83.05555555555556
24262,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2992.0,36,83.11111111111111
24263,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2978.0,36,82.72222222222223
24264,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2984.0,36,82.88888888888889
24265,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2986.0,36,82.94444444444444
24266,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2990.0,36,83.05555555555556
24267,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2987.0,36,82.97222222222223
24268,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2984.0,36,82.88888888888889
24269,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2984.0,36,82.88888888888889
24270,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2995.0,36,83.19444444444444
24271,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2989.0,36,83.02777777777777
24272,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2995.0,36,83.19444444444444
24273,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2987.0,36,82.97222222222223
24274,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2991.0,36,83.08333333333333
24275,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2991.0,36,83.08333333333333
24276,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2984.0,36,82.88888888888889
24277,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2989.0,36,83.02777777777777
24278,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2992.0,36,83.11111111111111
24279,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2984.0,36,82.88888888888889
24280,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2992.0,36,83.11111111111111
24281,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2986.0,36,82.94444444444444
24282,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2983.0,36,82.86111111111111
24283,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2991.0,36,83.08333333333333
24284,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2991.0,36,83.08333333333333
24285,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2986.0,36,82.94444444444444
24286,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2980.0,36,82.77777777777777
24287,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2979.0,36,82.75
24288,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2983.0,36,82.86111111111111
24289,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2979.0,36,82.75
24290,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2980.0,36,82.77777777777777
24291,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2979.0,36,82.75
24292,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2981.0,36,82.80555555555556
24293,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2979.0,36,82.75
24294,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2978.0,36,82.72222222222223
24295,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2975.0,36,82.63888888888889
24296,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2977.0,36,82.69444444444444
24297,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2977.0,36,82.69444444444444
24298,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2980.0,36,82.77777777777777
24299,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2982.0,36,82.83333333333333
24300,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2978.0,36,82.72222222222223
24301,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2978.0,36,82.72222222222223
24302,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2982.0,36,82.83333333333333
24303,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2977.0,36,82.69444444444444
24304,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2984.0,36,82.88888888888889
24305,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2978.0,36,82.72222222222223
24306,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2979.0,36,82.75
24307,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2982.0,36,82.83333333333333
24308,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2985.0,36,82.91666666666667
24309,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2979.0,36,82.75
24310,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2985.0,36,82.91666666666667
24311,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2982.0,36,82.83333333333333
24312,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2983.0,36,82.86111111111111
24313,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2993.0,36,83.13888888888889
24314,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2983.0,36,82.86111111111111
24315,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2985.0,36,82.91666666666667
24316,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2993.0,36,83.13888888888889
24317,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2985.0,36,82.91666666666667
24318,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2989.0,36,83.02777777777777
24319,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2985.0,36,82.91666666666667
24320,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2981.0,36,82.80555555555556
24321,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2985.0,36,82.91666666666667
24322,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2990.0,37,80.8108108108108
24323,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2982.0,36,82.83333333333333
24324,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2986.0,36,82.94444444444444
24325,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2983.0,36,82.86111111111111
24326,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2974.0,36,82.61111111111111
24327,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2987.0,36,82.97222222222223
24328,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2984.0,36,82.88888888888889
24329,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2984.0,36,82.88888888888889
24330,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2980.0,36,82.77777777777777
24331,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2982.0,36,82.83333333333333
24332,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2985.0,36,82.91666666666667
24333,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2980.0,36,82.77777777777777
24334,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2979.0,36,82.75
24335,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2979.0,36,82.75
24336,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2987.0,36,82.97222222222223
24337,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2983.0,36,82.86111111111111
24338,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2984.0,36,82.88888888888889
24339,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2983.0,36,82.86111111111111
24340,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2981.0,36,82.80555555555556
24341,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2983.0,36,82.86111111111111
24342,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2979.0,36,82.75
24343,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2985.0,36,82.91666666666667
24344,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2982.0,36,82.83333333333333
24345,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2979.0,36,82.75
24346,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2973.0,36,82.58333333333333
24347,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2987.0,36,82.97222222222223
24348,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2975.0,36,82.63888888888889
24349,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2978.0,36,82.72222222222223
24350,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2978.0,36,82.72222222222223
24351,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2987.0,36,82.97222222222223
24352,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2981.0,36,82.80555555555556
24353,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2977.0,36,82.69444444444444
24354,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2976.0,36,82.66666666666667
24355,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2980.0,36,82.77777777777777
24356,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2978.0,36,82.72222222222223
24357,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2975.0,36,82.63888888888889
24358,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2978.0,36,82.72222222222223
24359,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2973.0,36,82.58333333333333
24360,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2977.0,36,82.69444444444444
24361,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2973.0,36,82.58333333333333
24362,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2975.0,36,82.63888888888889
24363,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2977.0,36,82.69444444444444
24364,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2979.0,36,82.75
24365,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2974.0,36,82.61111111111111
24366,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2977.0,36,82.69444444444444
24367,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2978.0,36,82.72222222222223
24368,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2974.0,36,82.61111111111111
24369,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2980.0,36,82.77777777777777
24370,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2979.0,36,82.75
24371,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2980.0,36,82.77777777777777
24372,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2974.0,36,82.61111111111111
24373,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2975.0,36,82.63888888888889
24374,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2982.0,36,82.83333333333333
24375,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2980.0,36,82.77777777777777
24376,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2974.0,36,82.61111111111111
24377,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2977.0,36,82.69444444444444
24378,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2982.0,36,82.83333333333333
24379,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2979.0,36,82.75
24380,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2971.0,36,82.52777777777777
24381,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2978.0,36,82.72222222222223
24382,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2978.0,36,82.72222222222223
24383,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2974.0,36,82.61111111111111
24384,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2979.0,36,82.75
24385,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2975.0,36,82.63888888888889
24386,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2969.0,36,82.47222222222223
24387,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2973.0,36,82.58333333333333
24388,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2970.0,36,82.5
24389,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2972.0,36,82.55555555555556
24390,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2967.0,36,82.41666666666667
24391,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2968.0,36,82.44444444444444
24392,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2971.0,36,82.52777777777777
24393,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2969.0,36,82.47222222222223
24394,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2974.0,36,82.61111111111111
24395,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2966.0,36,82.38888888888889
24396,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2968.0,36,82.44444444444444
24397,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2967.0,36,82.41666666666667
24398,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2969.0,36,82.47222222222223
24399,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2971.0,36,82.52777777777777
24400,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2975.0,36,82.63888888888889
24401,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2965.0,36,82.36111111111111
24402,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2967.0,36,82.41666666666667
24403,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2974.0,36,82.61111111111111
24404,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2964.0,36,82.33333333333333
24405,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2960.0,36,82.22222222222223
24406,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2972.0,36,82.55555555555556
24407,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2972.0,36,82.55555555555556
24408,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2967.0,36,82.41666666666667
24409,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2968.0,36,82.44444444444444
24410,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2963.0,36,82.30555555555556
24411,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2966.0,36,82.38888888888889
24412,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2984.0,37,80.64864864864865
24413,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2962.0,36,82.27777777777777
24414,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2972.0,36,82.55555555555556
24415,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2966.0,36,82.38888888888889
24416,data/mat_data/Lyne\Falls Mat\LMATFALL36\36L.csv,2965.0,36,82.36111111111111
